+--------------------------------------------------------------------------------+--------+
|                                   Base Path                                    | Amount |
|                    /data4/paper/2014EoR/pot2/data2/2456956                     |   84   |
|                    /data4/paper/2014EoR/pot2/data2/2456961                     |   84   |
|                    /data4/paper/2014EoR/pot2/data2/2456971                     |   84   |
|                    /data4/paper/2014EoR/pot2/data2/2456976                     |   84   |
|                    /data4/paper/2014EoR/pot2/data2/2456981                     |   84   |
|                    /data4/paper/2014EoR/pot2/data2/2456986                     |   84   |
|                    /data4/paper/2014EoR/pot2/data2/2456991                     |   84   |
|                    /data4/paper/2014EoR/pot2/data2/2456996                     |   84   |
|                    /data4/paper/2014EoR/pot3/data1/2456727                     |   4    |
|                    /data4/paper/2014EoR/pot3/data1/2456847                     |   4    |
|                    /data4/paper/2014EoR/pot3/data1/2456852                     |   8    |
|                    /data4/paper/2014EoR/pot3/data1/2456857                     |   12   |
|                    /data4/paper/2014EoR/pot3/data1/2456862                     |   18   |
|                    /data4/paper/2014EoR/pot3/data1/2456867                     |   20   |
|                    /data4/paper/2014EoR/pot3/data1/2456872                     |   24   |
|                    /data4/paper/2014EoR/pot3/data1/2456882                     |   32   |
|                    /data4/paper/2014EoR/pot3/data1/2456892                     |   40   |
|                    /data4/paper/2014EoR/pot3/data1/2456897                     |   44   |
|                    /data4/paper/2014EoR/pot3/data1/2456902                     |   44   |
|                    /data4/paper/2014EoR/pot3/data1/2456907                     |   52   |
|                    /data4/paper/2014EoR/pot3/data1/2456912                     |   50   |
|                    /data4/paper/2014EoR/pot3/data1/2456917                     |   52   |
|                    /data4/paper/2014EoR/pot3/data1/2456922                     |   46   |
|                    /data4/paper/2014EoR/pot3/data1/2456927                     |   58   |
|                    /data4/paper/2014EoR/pot3/data1/2456942                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456947                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456952                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456957                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456962                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456967                     |   46   |
|                    /data4/paper/2014EoR/pot3/data1/2456972                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456977                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456982                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456987                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456992                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2456997                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2457002                     |   60   |
|                    /data4/paper/2014EoR/pot3/data1/2457007                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456843                     |   2    |
|                    /data4/paper/2014EoR/pot3/data2/2456848                     |   4    |
|                    /data4/paper/2014EoR/pot3/data2/2456853                     |   8    |
|                    /data4/paper/2014EoR/pot3/data2/2456858                     |   12   |
|                    /data4/paper/2014EoR/pot3/data2/2456863                     |   16   |
|                    /data4/paper/2014EoR/pot3/data2/2456868                     |   20   |
|                    /data4/paper/2014EoR/pot3/data2/2456873                     |   24   |
|                    /data4/paper/2014EoR/pot3/data2/2456893                     |   40   |
|                    /data4/paper/2014EoR/pot3/data2/2456898                     |   36   |
|                    /data4/paper/2014EoR/pot3/data2/2456903                     |   48   |
|                    /data4/paper/2014EoR/pot3/data2/2456908                     |   52   |
|                    /data4/paper/2014EoR/pot3/data2/2456913                     |   56   |
|                    /data4/paper/2014EoR/pot3/data2/2456918                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456923                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456928                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456943                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456948                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456953                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456958                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456963                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456968                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456973                     |   58   |
|                    /data4/paper/2014EoR/pot3/data2/2456983                     |   58   |
|                    /data4/paper/2014EoR/pot3/data2/2456988                     |   58   |
|                    /data4/paper/2014EoR/pot3/data2/2456993                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2456998                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2457003                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2457008                     |   60   |
|                    /data4/paper/2014EoR/pot3/data2/2457033                     |   39   |
|                    /data4/paper/2014EoR/pot3/data2/2457038                     |   46   |
|                    /data4/paper/2014EoR/pot3/data2/2457042                     |   42   |
|                    /data4/paper/2014EoR/pot3/data3/2456729                     |   2    |
|                    /data4/paper/2014EoR/pot3/data3/2456844                     |   2    |
|                    /data4/paper/2014EoR/pot3/data3/2456849                     |   6    |
|                    /data4/paper/2014EoR/pot3/data3/2456854                     |   10   |
|                    /data4/paper/2014EoR/pot3/data3/2456859                     |   14   |
|                    /data4/paper/2014EoR/pot3/data3/2456864                     |   18   |
|                    /data4/paper/2014EoR/pot3/data3/2456869                     |   22   |
|                    /data4/paper/2014EoR/pot3/data3/2456884                     |   34   |
|                    /data4/paper/2014EoR/pot3/data3/2456894                     |   40   |
|                    /data4/paper/2014EoR/pot3/data3/2456899                     |   44   |
|                    /data4/paper/2014EoR/pot3/data3/2456904                     |   48   |
|                    /data4/paper/2014EoR/pot3/data3/2456909                     |   52   |
|                    /data4/paper/2014EoR/pot3/data3/2456914                     |   56   |
|                    /data4/paper/2014EoR/pot3/data3/2456919                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456924                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456944                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456949                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456954                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456959                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456964                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456969                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456974                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456979                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456984                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456989                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2456994                     |   47   |
|                    /data4/paper/2014EoR/pot3/data3/2456999                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2457004                     |   60   |
|                    /data4/paper/2014EoR/pot3/data3/2457034                     |   24   |
|                    /data4/paper/2014EoR/pot3/data3/2457039                     |   22   |
|                  /data4/paper/damo/AgenaBackup/CASA/cal_test                   |   1    |
|           /data4/paper/damo/AgenaBackup/reports/MaxLikelihoodImaging           |   1    |
|                          /data4/paper/damo/benchmark                           |   1    |
|                     /data4/paper/damo/PolImaging/batch_FHD                     |   3    |
|                /data4/paper/damo/polspec.old/LSTBinnedData/5903                |   24   |
|                /data4/paper/damo/polspec.old/LSTBinnedData/5904                |   12   |
|                /data4/paper/damo/polspec.old/LSTBinnedData/5905                |   10   |
|                /data4/paper/damo/polspec.old/LSTBinnedData/5906                |   11   |
|                /data4/paper/damo/polspec.old/LSTBinnedData/5907                |   24   |
|                /data4/paper/damo/polspec.old/LSTBinnedData/5908                |   24   |
|                /data4/paper/damo/polspec.old/LSTBinnedData/5909                |   24   |
|                /data4/paper/damo/polspec.old/LSTBinnedData/5910                |   12   |
|                /data4/paper/damo/polspec.old/LSTBinnedData/5911                |   12   |
|                          /data4/paper/damo/RFInpzFile                          |  7287  |
|                          /data4/paper/damo/StillTest                           |   1    |
|                      /data4/paper/damo/StillTest/32input                       |   3    |
|                      /data4/paper/damo/StillTest/64input                       |   3    |
|              /data4/paper/dcj/backups/radio_astronomy/Data/08-10               |   1    |
|              /data4/paper/dcj/backups/radio_astronomy/Data/psa331              |   6    |
|                /data4/paper/dcj/backups/radio_astronomy/stokes                 |   3    |
|                           /data4/paper/dcj/EoR_Field                           |   23   |
|                       /data4/paper/dcj/EoR_Field/psa5463                       |   24   |
|                /data4/paper/dcj/EoR_Field/zen.2455468.56636.uv                 |   22   |
|                          /data4/paper/dcj/EoR_Field_2                          |   24   |
|                              /data4/paper/dcj/gal                              |   71   |
|                          /data4/paper/dcj/gal/psa5463                          |   5    |
|                      /data4/paper/dcj/psa128/calibration                       |   13   |
|                  /data4/paper/dcj/psa128/calibration/psa6662                   |  210   |
|                  /data4/paper/dcj/psa128/calibration/psa6664                   |  279   |
|                  /data4/paper/dcj/psa128/calibration/psa6666                   |  278   |
|                  /data4/paper/dcj/psa128/calibration/psa6667                   |  243   |
|                        /data4/paper/dcj/psa128/ddr_bug                         |   1    |
|                        /data4/paper/dcj/psa128/psa6678                         |  456   |
|                     /data4/paper/dcj/psa128/v1_calibration                     |   8    |
|                   /data4/paper/dcj/psa64_analysis/batch_FHD                    |   1    |
|      /data4/paper/dcj/psa64_analysis/beamforms/July/pre_compression_error      |   79   |
|               /data4/paper/dcj/psa64_analysis/beamforms/July_v1                |   96   |
|              /data4/paper/dcj/psa64_analysis/beamforms/September               |   65   |
|                  /data4/paper/dcj/psa64_analysis_v1/batch_FHD                  |   1    |
|               /data4/paper/dcj/psa64_analysis_v1/beamforms/July                |   79   |
|              /data4/paper/dcj/psa64_analysis_v1/beamforms/July_v1              |   96   |
|             /data4/paper/dcj/psa64_analysis_v1/beamforms/September             |   65   |
|                              /data4/paper/dcj/sun                              |   73   |
|                         /data4/paper/exchange_sa_upenn                         |   5    |
|                   /data4/paper/exchange_sa_upenn/abscal_data                   |   29   |
|                           /data4/paper/feed/2456640                            |  848   |
|                           /data4/paper/mmodes/psa819                           |   65   |
|                         /data4/paper/nas1_data/psa6622                         |  288   |
|                         /data4/paper/nas1_data/psa6632                         |  288   |
|                         /data4/paper/nas1_data/psa6636                         |  180   |
|                         /data4/paper/nas1_data/psa6638                         |  288   |
|                         /data4/paper/nas1_data/psa6642                         |  288   |
|                             /data4/paper/paper2455                             |   4    |
|                    /data4/paper/RFI_DATA/2012-2013Campaign                     |  8696  |
|                            /data4/paper/sak/2455819                            |   79   |
|                            /data4/paper/sak/omnidev                            |   56   |
|                       /data4/paper/sak/psa819_workspace                        |  239   |
|             /data4/paper/sak/psa819_workspace/test_compress_stages             |   2    |
|                         /data4/paper/zsa/compress_test                         |  204   |
|                   /data4/paper/zsa/compress_test/jamesmonroe                   |  335   |
|                     /data4/paper/zsa/compress_test/madison                     |  188   |
|                   /data4/paper/zsa/compress_test/sample_data                   |   3    |
|                    /data4/paper/zsa/compress_test/vanburen                     |   12   |
|                         /data4/paper/zsa/missingfiles                          |   11   |
|                           /data4/raw_data/6215_test                            |   6    |
|                            /data4/raw_data/Dec2010                             |  114   |
|                   /data4/raw_data/Dec2011/psa5842/compressed                   |  1556  |
|                   /data4/raw_data/Dec2011/psa5842/raw_zenuv                    |  1799  |
|                    /data4/raw_data/Dec2011/psa890/raw_zenuv                    |  829   |
|                         /data4/raw_data/Dec2011/psa898                         |   2    |
|                      /data4/raw_data/Dec2011/psa898_test                       |  109   |
|                         /data4/raw_data/Dec2011/psa899                         |   92   |
|                         /data4/raw_data/Dec2011/psa900                         |  115   |
|                         /data4/raw_data/Dec2011/psa901                         |  112   |
|                         /data4/raw_data/Dec2011/psa902                         |   88   |
|                         /data4/raw_data/Dec2011/psa909                         |   66   |
|                        /data4/raw_data/EoR2013/psa6620                         |  288   |
|                        /data4/raw_data/EoR2013/psa6622                         |   7    |
|                        /data4/raw_data/EoR2013/psa6638                         |  283   |
|                        /data4/raw_data/EoR2013/psa6643                         |  489   |
|                        /data4/raw_data/EoR2013/psa6645                         |  540   |
|                        /data4/raw_data/EoR2013/psa6647                         |   75   |
|                        /data4/raw_data/EoR2013/psa6659                         |  420   |
|                        /data4/raw_data/EoR2013/psa6660                         |  396   |
|                        /data4/raw_data/EoR2013/psa6661                         |  179   |
|                        /data4/raw_data/EoR2013/psa6662                         |   9    |
|                        /data4/raw_data/EoR2013/psa6666                         |  556   |
|                        /data4/raw_data/EoR2013/psa6669                         |  339   |
|                        /data4/raw_data/EoR2013/RFI_DATA                        | 10001  |
|                        /data4/raw_data/EoR2014/2456901                         |  558   |
|                         /data4/raw_data/Jul2011/pgb708                         |   8    |
|                         /data4/raw_data/Jul2011/psa745                         |   92   |
|                         /data4/raw_data/Jul2011/psa746                         |  290   |
|                      /data4/raw_data/Jul2011/psa746/istef                      |   98   |
|                       /data4/raw_data/Jul2011/psa746/RRE                       |   96   |
|                         /data4/raw_data/Jul2011/psa747                         |   83   |
|                      /data4/raw_data/Jul2011/psa747/istef                      |  132   |
|                       /data4/raw_data/Jul2011/psa747/Sun                       |   52   |
|                       /data4/raw_data/lost_lambs/psa6320                       |   72   |
|                           /data4/raw_data/psa007-036                           |   21   |
|                            /data4/raw_data/psa6320                             |   15   |
|                           /data4/raw_data/psa962-985                           |   1    |
|                            /data4/raw_data/Sep2010                             |  1798  |
|                  /data4/raw_data/Sep2010/zen.2455468.56636.uv                  |   22   |
|                         /data4/raw_data/Sep2011/psa817                         |  127   |
|                         /data4/raw_data/Sep2011/psa819                         |  215   |
|                         /data4/raw_data/Sep2011/psa820                         |   69   |
|              /data4/raw_data/Sep2011/psa820/zen.2455820.55509.uv               |   1    |
|                         /data4/raw_data/Sep2011/psa821                         |   89   |
|                         /data4/raw_data/Sep2011/psa822                         |  1403  |
|                       /mnt/GeorgeWashington/data/psa6332                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6334                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6336                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6338                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6340                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6342                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6344                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6346                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6348                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6350                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6352                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6354                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6356                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6357                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6358                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6359                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6360                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6361                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6362                       |   72   |
|                       /mnt/GeorgeWashington/data/psa6387                       |   69   |
|                         /mnt/JamesMadison/data/psa6308                         |   72   |
|                         /mnt/JamesMadison/data/psa6310                         |   72   |
|                         /mnt/JamesMadison/data/psa6312                         |   72   |
|                         /mnt/JamesMadison/data/psa6314                         |   72   |
|                         /mnt/JamesMadison/data/psa6316                         |   72   |
|                         /mnt/JamesMadison/data/psa6318                         |   72   |
|                         /mnt/JamesMadison/data/psa6320                         |   72   |
|                         /mnt/JamesMadison/data/psa6322                         |   72   |
|                         /mnt/JamesMadison/data/psa6324                         |   72   |
|                         /mnt/JamesMadison/data/psa6326                         |   72   |
|                         /mnt/JamesMadison/data/psa6328                         |   72   |
|                         /mnt/JamesMadison/data/psa6330                         |   72   |
|                         /mnt/JamesMonroe/data/psa6363                          |   72   |
|                         /mnt/JamesMonroe/data/psa6364                          |   72   |
|                         /mnt/JamesMonroe/data/psa6365                          |   72   |
|                         /mnt/JamesMonroe/data/psa6366                          |   72   |
|                         /mnt/JamesMonroe/data/psa6367                          |   72   |
|                         /mnt/JamesMonroe/data/psa6368                          |   72   |
|                         /mnt/JamesMonroe/data/psa6369                          |   72   |
|                         /mnt/JamesMonroe/data/psa6370                          |   72   |
|                         /mnt/JamesMonroe/data/psa6371                          |   72   |
|                         /mnt/JamesMonroe/data/psa6372                          |   72   |
|                         /mnt/JamesMonroe/data/psa6373                          |   72   |
|                         /mnt/JamesMonroe/data/psa6374                          |   72   |
|                         /mnt/JamesMonroe/data/psa6375                          |   72   |
|                         /mnt/JamesMonroe/data/psa6617                          |   29   |
|                          /mnt/JohnAdams/data/psa6376                           |   72   |
|                          /mnt/JohnAdams/data/psa6377                           |   72   |
|                          /mnt/JohnAdams/data/psa6378                           |   72   |
|                          /mnt/JohnAdams/data/psa6379                           |   72   |
|                          /mnt/JohnAdams/data/psa6380                           |   72   |
|                          /mnt/JohnAdams/data/psa6381                           |   72   |
|                          /mnt/JohnAdams/data/psa6382                           |   72   |
|                          /mnt/JohnAdams/data/psa6383                           |   72   |
|                          /mnt/JohnAdams/data/psa6384                           |   72   |
|                          /mnt/JohnAdams/data/psa6385                           |   72   |
|                          /mnt/JohnAdams/data/psa6386                           |   72   |
|                          /mnt/JohnAdams/data/psa6388                           |   72   |
|                          /mnt/JohnAdams/data/psa6389                           |   72   |
|                          /mnt/JohnAdams/data/psa6390                           |   72   |
|                          /mnt/JohnAdams/data/psa6391                           |   72   |
|                          /mnt/JohnAdams/data/psa6392                           |   72   |
|                          /mnt/JohnAdams/data/psa6393                           |   72   |
|                          /mnt/JohnAdams/data/psa6394                           |   72   |
|                          /mnt/JohnAdams/data/psa6395                           |   72   |
|                          /mnt/JohnAdams/data/psa6619                           |   57   |
|                          /mnt/JohnAdams/data/psa6623                           |   43   |
|                          /mnt/JohnAdams/data/psa6625                           |   46   |
|                        /mnt/MartinVanBuren/data/psa6270                        |   52   |
|                        /mnt/MartinVanBuren/data/psa6288                        |   12   |
|                        /mnt/MartinVanBuren/data/psa6304                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6305                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6306                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6307                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6308                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6309                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6310                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6311                        |   55   |
|                        /mnt/MartinVanBuren/data/psa6312                        |   48   |
|                        /mnt/MartinVanBuren/data/psa6313                        |   50   |
|                        /mnt/MartinVanBuren/data/psa6314                        |   43   |
|                        /mnt/MartinVanBuren/data/psa6315                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6316                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6317                        |   67   |
|                        /mnt/MartinVanBuren/data/psa6318                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6319                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6320                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6321                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6322                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6323                        |   66   |
|                        /mnt/MartinVanBuren/data/psa6324                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6325                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6326                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6327                        |   66   |
|                        /mnt/MartinVanBuren/data/psa6328                        |   53   |
|                        /mnt/MartinVanBuren/data/psa6329                        |   51   |
|                        /mnt/MartinVanBuren/data/psa6330                        |   47   |
|                        /mnt/MartinVanBuren/data/psa6331                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6332                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6333                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6334                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6335                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6336                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6337                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6338                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6339                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6340                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6341                        |   60   |
|                        /mnt/MartinVanBuren/data/psa6342                        |   49   |
|                        /mnt/MartinVanBuren/data/psa6343                        |   50   |
|                        /mnt/MartinVanBuren/data/psa6344                        |   43   |
|                        /mnt/MartinVanBuren/data/psa6345                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6346                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6347                        |   66   |
|                        /mnt/MartinVanBuren/data/psa6348                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6349                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6350                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6351                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6352                        |   67   |
|                        /mnt/MartinVanBuren/data/psa6353                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6354                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6355                        |   42   |
|                        /mnt/MartinVanBuren/data/psa6356                        |   67   |
|                        /mnt/MartinVanBuren/data/psa6357                        |   67   |
|                        /mnt/MartinVanBuren/data/psa6358                        |   67   |
|                        /mnt/MartinVanBuren/data/psa6359                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6360                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6361                        |   64   |
|                        /mnt/MartinVanBuren/data/psa6362                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6363                        |   66   |
|                        /mnt/MartinVanBuren/data/psa6364                        |   66   |
|                        /mnt/MartinVanBuren/data/psa6365                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6366                        |   42   |
|                        /mnt/MartinVanBuren/data/psa6367                        |   26   |
|                        /mnt/MartinVanBuren/data/psa6368                        |   16   |
|                        /mnt/MartinVanBuren/data/psa6369                        |   8    |
|                        /mnt/MartinVanBuren/data/psa6370                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6371                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6372                        |   68   |
|                        /mnt/MartinVanBuren/data/psa6373                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6374                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6375                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6376                        |   65   |
|                        /mnt/MartinVanBuren/data/psa6377                        |   69   |
|                        /mnt/MartinVanBuren/data/psa6378                        |   70   |
|                        /mnt/MartinVanBuren/data/psa6379                        |   18   |
|                       /mnt/ThomasJefferson/data/psa6272                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6274                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6276                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6278                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6280                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6282                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6284                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6286                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6288                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6290                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6292                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6294                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6296                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6298                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6300                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6302                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6304                        |   72   |
|                       /mnt/ThomasJefferson/data/psa6306                        |   72   |
|                     /mnt/WilliamHenryHarrison/data/psa6232                     |   57   |
|                       /mnt/WilliamHenryHarrison/psa6250                        |   1    |
|                       /mnt/WilliamHenryHarrison/psa6252                        |   72   |
|                       /mnt/WilliamHenryHarrison/psa6254                        |   72   |
|                       /mnt/WilliamHenryHarrison/psa6256                        |   72   |
|                       /mnt/WilliamHenryHarrison/psa6258                        |   72   |
|                       /mnt/WilliamHenryHarrison/psa6260                        |   72   |
|                       /mnt/WilliamHenryHarrison/psa6262                        |   72   |
|                       /mnt/WilliamHenryHarrison/psa6264                        |   72   |
|                       /mnt/WilliamHenryHarrison/psa6266                        |   72   |
|                       /mnt/WilliamHenryHarrison/psa6268                        |   72   |
|                       /mnt/WilliamHenryHarrison/psa6270                        |   54   |
|                               /nas1/data/psa6620                               |  288   |
|                               /nas1/data/psa6622                               |  384   |
|                               /nas1/data/psa6632                               |  288   |
|                               /nas1/data/psa6636                               |  180   |
|                               /nas1/data/psa6638                               |  288   |
|                               /nas1/data/psa6640                               |  288   |
|                               /nas1/data/psa6642                               |  288   |
|                               /nas1/data/psa6644                               |  287   |
|                               /nas1/data/psa6646                               |  288   |
|                               /nas1/data/psa6648                               |  288   |
|                               /nas2/data/psa6650                               |  168   |
|                               /nas2/data/psa6660                               |  288   |
|                               /nas2/data/psa6662                               |  288   |
|                               /nas2/data/psa6664                               |  158   |
|                               /nas2/data/psa6666                               |  288   |
|                               /nas2/data/psa6668                               |  240   |
|                               /nas2/data/psa6670                               |  288   |
|                               /nas2/data/psa6672                               |  280   |
|                               /nas2/data/psa6673                               |  288   |
|                                    ON TAPE                                     |  8995  |
+--------------------------------------------------------------------------------+--------++--------+--------+
|  Host  | Amount |
+--------+--------+
| folio  | 155985 |
| node16 | 11652  |
+--------+--------++------------+--------+
| Julian Day | Amount |
+------------+--------+
|    None    |   1    |
|  2440588   |   5    |
|  2440589   |   1    |
|  2450000   |   1    |
|  2453887   |   1    |
|  2454740   |   1    |
|  2455001   |   3    |
|  2455014   |   15   |
|  2455015   |   24   |
|  2455016   |   24   |
|  2455017   |   24   |
|  2455018   |   24   |
|  2455019   |   21   |
|  2455020   |   19   |
|  2455021   |   8    |
|  2455022   |   3    |
|  2455023   |   8    |
|  2455024   |   2    |
|  2455025   |   8    |
|  2455026   |   10   |
|  2455027   |   9    |
|  2455028   |   10   |
|  2455029   |   3    |
|  2455030   |   8    |
|  2455031   |   10   |
|  2455032   |   10   |
|  2455033   |   10   |
|  2455034   |   9    |
|  2455035   |   10   |
|  2455036   |   10   |
|  2455037   |   10   |
|  2455038   |   10   |
|  2455039   |   10   |
|  2455040   |   10   |
|  2455041   |   10   |
|  2455042   |   10   |
|  2455043   |   4    |
|  2455048   |   11   |
|  2455049   |   24   |
|  2455050   |   24   |
|  2455051   |   24   |
|  2455052   |   24   |
|  2455053   |   24   |
|  2455054   |   12   |
|  2455061   |   3    |
|  2455229   |   87   |
|  2455230   |  143   |
|  2455231   |  143   |
|  2455232   |   86   |
|  2455325   |   1    |
|  2455331   |   37   |
|  2455332   |  129   |
|  2455333   |   98   |
|  2455334   |   70   |
|  2455335   |  140   |
|  2455336   |  137   |
|  2455337   |   87   |
|  2455338   |   51   |
|  2455366   |   9    |
|  2455367   |  144   |
|  2455368   |   16   |
|  2455407   |   1    |
|  2455455   |   45   |
|  2455456   |  143   |
|  2455457   |  127   |
|  2455458   |  144   |
|  2455459   |  144   |
|  2455460   |  143   |
|  2455461   |  144   |
|  2455462   |  144   |
|  2455463   |  144   |
|  2455464   |  143   |
|  2455465   |  144   |
|  2455466   |  144   |
|  2455467   |  143   |
|  2455468   |  144   |
|  2455469   |  122   |
|  2455537   |   81   |
|  2455538   |   31   |
|  2455600   |   44   |
|  2455601   |  143   |
|  2455602   |  144   |
|  2455603   |  144   |
|  2455604   |  143   |
|  2455605   |  144   |
|  2455606   |  126   |
|  2455709   |   8    |
|  2455731   |   14   |
|  2455732   |   57   |
|  2455734   |   47   |
|  2455735   |   95   |
|  2455736   |   82   |
|  2455737   |   23   |
|  2455742   |   14   |
|  2455743   |   81   |
|  2455744   |   98   |
|  2455745   |  100   |
|  2455746   |  112   |
|  2455747   |  105   |
|  2455748   |  132   |
|  2455749   |  107   |
|  2455750   |   48   |
