zen.2455903.00836.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.00836.uvcRRE,32,17185743179,903,2455903.00836,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.01532.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.01532.uvcRRE,32,17185743180,903,2455903.01532,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.02228.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.02228.uvcRRE,32,17185743181,903,2455903.02228,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.02924.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.02924.uvcRRE,32,17185743182,903,2455903.02924,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.03620.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.03620.uvcRRE,32,17185743183,903,2455903.0362,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.04316.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.04316.uvcRRE,32,17185743184,903,2455903.04316,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.05012.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.05012.uvcRRE,32,17185743185,903,2455903.05012,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.05708.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.05708.uvcRRE,32,17185743186,903,2455903.05708,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.06404.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.06404.uvcRRE,32,17185743187,903,2455903.06404,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.07099.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.07099.uvcRRE,32,17185743188,903,2455903.07099,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.07795.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.07795.uvcRRE,32,17185743189,903,2455903.07795,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.08491.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.08491.uvcRRE,32,17185743190,903,2455903.08491,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.09187.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.09187.uvcRRE,32,17185743191,903,2455903.09187,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.09883.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.09883.uvcRRE,32,17185743192,903,2455903.09883,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.10579.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.10579.uvcRRE,32,17185743193,903,2455903.10579,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.11275.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.11275.uvcRRE,32,17185743194,903,2455903.11275,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.11971.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.11971.uvcRRE,32,17185743195,903,2455903.11971,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.12667.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.12667.uvcRRE,32,17185743196,903,2455903.12667,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.13363.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.13363.uvcRRE,32,17185743197,903,2455903.13363,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.14059.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.14059.uvcRRE,32,17185743198,903,2455903.14059,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.14755.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.14755.uvcRRE,32,17185743199,903,2455903.14755,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.15451.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.15451.uvcRRE,32,17185743200,903,2455903.15451,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.16147.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.16147.uvcRRE,32,17185743201,903,2455903.16147,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.16843.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.16843.uvcRRE,32,17185743202,903,2455903.16843,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.17539.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.17539.uvcRRE,32,17185743203,903,2455903.17539,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.18235.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.18235.uvcRRE,32,17185743204,903,2455903.18235,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.18931.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.18931.uvcRRE,32,17185743205,903,2455903.18931,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.19626.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.19626.uvcRRE,32,17185743206,903,2455903.19626,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.20322.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.20322.uvcRRE,32,17185743207,903,2455903.20322,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.21018.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.21018.uvcRRE,32,17185743208,903,2455903.21018,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.21714.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.21714.uvcRRE,32,17185743209,903,2455903.21714,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.22410.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.22410.uvcRRE,32,17185743210,903,2455903.2241,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.23106.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.23106.uvcRRE,32,17185743211,903,2455903.23106,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.23802.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.23802.uvcRRE,32,17185743212,903,2455903.23802,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.25194.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.25194.uvcRRE,32,17185743214,903,2455903.25194,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.24498.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.24498.uvcRRE,32,17185743213,903,2455903.24498,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.25890.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.25890.uvcRRE,32,17185743215,903,2455903.2589,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.26586.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.26586.uvcRRE,32,17185743216,903,2455903.26586,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.27282.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.27282.uvcRRE,32,17185743217,903,2455903.27282,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.27978.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.27978.uvcRRE,32,17185743218,903,2455903.27978,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.28674.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.28674.uvcRRE,32,17185743219,903,2455903.28674,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.29370.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.29370.uvcRRE,32,17185743220,903,2455903.2937,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.30066.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.30066.uvcRRE,32,17185743221,903,2455903.30066,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.30762.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.30762.uvcRRE,32,17185743222,903,2455903.30762,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.31458.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.31458.uvcRRE,32,17185743223,903,2455903.31458,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.32153.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.32153.uvcRRE,32,17185743224,903,2455903.32153,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.32849.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.32849.uvcRRE,32,17185743225,903,2455903.32849,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.33545.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.33545.uvcRRE,32,17185743226,903,2455903.33545,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.34241.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.34241.uvcRRE,32,17185743227,903,2455903.34241,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.34937.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.34937.uvcRRE,32,17185743228,903,2455903.34937,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.35633.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.35633.uvcRRE,32,17185743229,903,2455903.35633,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.36329.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.36329.uvcRRE,32,17185743230,903,2455903.36329,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.37025.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.37025.uvcRRE,32,17185743231,903,2455903.37025,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.37721.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.37721.uvcRRE,32,17185743232,903,2455903.37721,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.38417.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.38417.uvcRRE,32,17185743233,903,2455903.38417,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.39113.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.39113.uvcRRE,32,17185743234,903,2455903.39113,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.39809.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.39809.uvcRRE,32,17185743235,903,2455903.39809,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.40505.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.40505.uvcRRE,32,17185743236,903,2455903.40505,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.41201.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.41201.uvcRRE,32,17185743237,903,2455903.41201,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.41897.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.41897.uvcRRE,32,17185743238,903,2455903.41897,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.42593.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.42593.uvcRRE,32,17185743239,903,2455903.42593,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.43289.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.43289.uvcRRE,32,17185743240,903,2455903.43289,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.43985.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.43985.uvcRRE,32,17185743241,903,2455903.43985,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.44680.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.44680.uvcRRE,32,17185743242,903,2455903.4468,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.45376.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.45376.uvcRRE,32,17185743243,903,2455903.45376,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.46072.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.46072.uvcRRE,32,17185743244,903,2455903.46072,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.46768.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.46768.uvcRRE,32,17185743245,903,2455903.46768,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.47464.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.47464.uvcRRE,32,17185743246,903,2455903.47464,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.48160.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.48160.uvcRRE,32,17185743247,903,2455903.4816,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.48856.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.48856.uvcRRE,32,17185743248,903,2455903.48856,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.49552.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.49552.uvcRRE,32,17185743249,903,2455903.49552,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.50248.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.50248.uvcRRE,32,17185743250,903,2455903.50248,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.50944.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.50944.uvcRRE,32,17185743251,903,2455903.50944,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.51640.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.51640.uvcRRE,32,17185743252,903,2455903.5164,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.52336.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.52336.uvcRRE,32,17185743253,903,2455903.52336,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.53032.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.53032.uvcRRE,32,17185743254,903,2455903.53032,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
zen.2455903.53728.uvcRRE,/data4/raw_data/psa903-930/psa903/zen.2455903.53728.uvcRRE,32,17185743255,903,2455903.53728,yy,0.00696,NULL,/usr/global/paper/capo/arp/calfiles/psa898_v003.py,51.8MB,False
