24559.00000000,17185756901
2455903.00836000,17185743179
2455903.01532000,17185743180
2455903.02228000,17185743181
2455903.02924000,17185743182
2455903.03620000,17185743183
2455903.04316000,17185743184
2455903.05012000,17185743185
2455903.05708000,17185743186
2455903.06404000,17185743187
2455903.07099000,17185743188
2455903.07795000,17185743189
2455903.08491000,17185743190
2455903.09187000,17185743191
2455903.09883000,17185743192
2455903.10579000,17185743193
2455903.11275000,17185743194
2455903.11971000,17185743195
2455903.12667000,17185743196
2455903.13363000,17185743197
2455903.14059000,17185743198
2455903.14755000,17185743199
2455903.15451000,17185743200
2455903.16147000,17185743201
2455903.16843000,17185743202
2455903.17539000,17185743203
2455903.18235000,17185743204
2455903.18931000,17185743205
2455903.19626000,17185743206
2455903.20322000,17185743207
2455903.21018000,17185743208
2455903.21714000,17185743209
2455903.22410000,17185743210
2455903.23106000,17185743211
2455903.23802000,17185743212
2455903.24498000,17185743213
2455903.25194000,17185743214
2455903.25890000,17185743215
2455903.26586000,17185743216
2455903.27282000,17185743217
2455903.27978000,17185743218
2455903.28674000,17185743219
2455903.29370000,17185743220
2455903.30066000,17185743221
2455903.30762000,17185743222
2455903.31458000,17185743223
2455903.32153000,17185743224
2455903.32849000,17185743225
2455903.33545000,17185743226
2455903.34241000,17185743227
2455903.34937000,17185743228
2455903.35633000,17185743229
2455903.36329000,17185743230
2455903.37025000,17185743231
2455903.37721000,17185743232
2455903.38417000,17185743233
2455903.39113000,17185743234
2455903.39809000,17185743235
2455903.40505000,17185743236
2455903.41201000,17185743237
2455903.41897000,17185743238
2455903.42593000,17185743239
2455903.43289000,17185743240
2455903.43985000,17185743241
2455903.44680000,17185743242
2455903.45376000,17185743243
2455903.46072000,17185743244
2455903.46768000,17185743245
2455903.47464000,17185743246
2455903.48160000,17185743247
2455903.48856000,17185743248
2455903.49552000,17185743249
2455903.50248000,17185743250
2455903.50944000,17185743251
2455903.51640000,17185743252
2455903.52336000,17185743253
2455903.53032000,17185743254
2455903.53728000,17185743255
2455903.54424000,17185743256
2455903.55120000,17185743257
2455903.55816000,17185743258
2455903.56512000,17185743259
2455903.57207000,17185743260
2455903.57903000,17185743261
2455903.58599000,17185743262
2455903.59295000,17185743263
2455903.59991000,17185743264
2455903.60687000,17185743265
2455903.61383000,17185743266
2455903.62079000,17185743267
2455903.62775000,17185743268
2455903.63471000,17185743269
2455903.64167000,17185743270
2455903.64863000,17185743271
2455903.65559000,17185743272
2455903.66255000,17185743273
2455903.66951000,17185743274
2455903.67647000,17185743275
2455903.68343000,17185743276
2455903.69038000,17185743277
2455903.69734000,17185743278
2455903.70430000,17185743279
2455903.71126000,17185743280
2455903.71819000,17186307564
2455903.72523000,17185660079
2455903.73219000,17185701385
2455903.73923000,17185743284
2455903.74618000,17185743285
2455903.75314000,17185743286
2455903.76010000,17185743287
2455903.76706000,17185743288
2455903.77402000,17185743289
2455903.78098000,17185743290
2455903.78794000,17185743291
2455903.79490000,17185743292
2455903.80186000,17185743293
2455903.80882000,17185743294
2455903.81578000,17185743295
2455903.82274000,17185743296
2455903.82970000,17185743297
2455903.83666000,17185743298
2455903.84362000,17185743299
2455903.85058000,17185743300
2455903.85754000,17185743301
2455903.86450000,17185743302
2455903.87145000,17185743303
2455903.87841000,17185743304
2455903.88537000,17185743305
2455903.89233000,17185743306
2455903.89929000,17185743307
2455903.90625000,17185743308
2455903.91321000,17185743309
2455903.92017000,17185743310
2455903.92713000,17185743311
2455903.93409000,17185743312
2455903.94105000,17185743313
2455903.94801000,17185743314
2455903.95497000,17185743315
2455903.96193000,17185743316
2455903.96889000,17185743317
2455903.97585000,17185743318
2455903.98281000,17185743319
2455903.98976000,17185743320
2455904.01064000,17185743323
2455904.01760000,17185743324
2455904.02456000,17185743325
2455904.03152000,17185743326
2455904.03848000,17185743327
2455904.04544000,17185743328
2455904.05240000,17185743329
2455904.05936000,17185743330
2455904.06632000,17185743331
2455904.07328000,17185743332
2455904.08024000,17185743333
2455904.08720000,17185743334
2455904.09416000,17185743335
2455904.10112000,17185743336
2455904.10808000,17185743337
2455904.11503000,17185743338
2455904.12199000,17185743339
2455904.12895000,17185743340
2455904.13591000,17185743341
2455904.14287000,17185743342
2455904.14983000,17185743343
2455904.15679000,17185743344
2455904.16375000,17185743345
2455904.17071000,17185743346
2455904.17767000,17185743347
2455904.18463000,17185743348
2455904.19159000,17185743349
2455904.19855000,17185743350
2455904.20551000,17185743351
2455904.21247000,17185743352
2455904.21943000,17185743353
2455904.22639000,17185743354
2455904.23335000,17185743355
