+-----+------------+----------------------------------------------------+----------------------------------------------+-------------+--------+
| Era | Julian Day |                      Raw Path                      |               Compressed Path                | Type(R/C/B) | Amount |
|  64 |    6256    |     node16:/mnt/WilliamHenryHarrison/psa6256/      | folio:/data4/paper/2012EoR/psa_live/psa6256/ |      B      |   70   |
|  64 |    6256    |     node16:/mnt/WilliamHenryHarrison/psa6256/      |                     NULL                     |      R      |   2    |
|  64 |    6257    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6257/ |      C      |   69   |
|  64 |    6258    |     node16:/mnt/WilliamHenryHarrison/psa6258/      | folio:/data4/paper/2012EoR/psa_live/psa6258/ |      B      |   70   |
|  64 |    6258    |     node16:/mnt/WilliamHenryHarrison/psa6258/      |                     NULL                     |      R      |   2    |
|  64 |    6259    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6259/ |      C      |   70   |
|  64 |    6260    |     node16:/mnt/WilliamHenryHarrison/psa6260/      | folio:/data4/paper/2012EoR/psa_live/psa6260/ |      B      |   70   |
|  64 |    6260    |     node16:/mnt/WilliamHenryHarrison/psa6260/      |                     NULL                     |      R      |   2    |
|  64 |    6261    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6261/ |      C      |   68   |
|  64 |    6262    |     node16:/mnt/WilliamHenryHarrison/psa6262/      | folio:/data4/paper/2012EoR/psa_live/psa6262/ |      B      |   70   |
|  64 |    6262    |     node16:/mnt/WilliamHenryHarrison/psa6262/      |                     NULL                     |      R      |   2    |
|  64 |    6263    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6263/ |      C      |   70   |
|  64 |    6264    |     node16:/mnt/WilliamHenryHarrison/psa6264/      | folio:/data4/paper/2012EoR/psa_live/psa6264/ |      B      |   70   |
|  64 |    6264    |     node16:/mnt/WilliamHenryHarrison/psa6264/      |                     NULL                     |      R      |   2    |
|  64 |    6265    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6265/ |      C      |   69   |
|  64 |    6266    |     node16:/mnt/WilliamHenryHarrison/psa6266/      | folio:/data4/paper/2012EoR/psa_live/psa6266/ |      B      |   70   |
|  64 |    6266    |     node16:/mnt/WilliamHenryHarrison/psa6266/      |                     NULL                     |      R      |   2    |
|  64 |    6267    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6267/ |      C      |   70   |
|  64 |    6268    |     node16:/mnt/WilliamHenryHarrison/psa6268/      | folio:/data4/paper/2012EoR/psa_live/psa6268/ |      B      |   70   |
|  64 |    6268    |     node16:/mnt/WilliamHenryHarrison/psa6268/      |                     NULL                     |      R      |   2    |
|  64 |    6269    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6269/ |      C      |   64   |
|  64 |    6270    |     node16:/mnt/WilliamHenryHarrison/psa6270/      | folio:/data4/paper/2012EoR/psa_live/psa6270/ |      B      |   52   |
|  64 |    6270    |     node16:/mnt/WilliamHenryHarrison/psa6270/      |   node16:/mnt/MartinVanBuren/data/psa6270/   |      B      |   40   |
|  64 |    6270    |     node16:/mnt/WilliamHenryHarrison/psa6270/      |                     NULL                     |      R      |   2    |
|  64 |    6270    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6270/ |      C      |   18   |
|  64 |    6270    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6270/   |      C      |   12   |
|  64 |    6271    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6271/ |      C      |   70   |
|  64 |    6272    |     node16:/mnt/ThomasJefferson/data/psa6272/      | folio:/data4/paper/2012EoR/psa_live/psa6272/ |      B      |   69   |
|  64 |    6272    |     node16:/mnt/ThomasJefferson/data/psa6272/      |                     NULL                     |      R      |   3    |
|  64 |    6272    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6272/ |      C      |   1    |
|  64 |    6273    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6273/ |      C      |   69   |
|  64 |    6274    |     node16:/mnt/ThomasJefferson/data/psa6274/      | folio:/data4/paper/2012EoR/psa_live/psa6274/ |      B      |   69   |
|  64 |    6274    |     node16:/mnt/ThomasJefferson/data/psa6274/      |                     NULL                     |      R      |   3    |
|  64 |    6274    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6274/ |      C      |   1    |
|  64 |    6275    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6275/ |      C      |   69   |
|  64 |    6276    |     node16:/mnt/ThomasJefferson/data/psa6276/      | folio:/data4/paper/2012EoR/psa_live/psa6276/ |      B      |   69   |
|  64 |    6276    |     node16:/mnt/ThomasJefferson/data/psa6276/      |                     NULL                     |      R      |   3    |
|  64 |    6276    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6276/ |      C      |   1    |
|  64 |    6277    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6277/ |      C      |   68   |
|  64 |    6278    |     node16:/mnt/ThomasJefferson/data/psa6278/      | folio:/data4/paper/2012EoR/psa_live/psa6278/ |      B      |   69   |
|  64 |    6278    |     node16:/mnt/ThomasJefferson/data/psa6278/      |                     NULL                     |      R      |   3    |
|  64 |    6278    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6278/ |      C      |   1    |
|  64 |    6279    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6279/ |      C      |   67   |
|  64 |    6280    |     node16:/mnt/ThomasJefferson/data/psa6280/      | folio:/data4/paper/2012EoR/psa_live/psa6280/ |      B      |   69   |
|  64 |    6280    |     node16:/mnt/ThomasJefferson/data/psa6280/      |                     NULL                     |      R      |   3    |
|  64 |    6280    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6280/ |      C      |   1    |
|  64 |    6281    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6281/ |      C      |   65   |
|  64 |    6282    |     node16:/mnt/ThomasJefferson/data/psa6282/      | folio:/data4/paper/2012EoR/psa_live/psa6282/ |      B      |   69   |
|  64 |    6282    |     node16:/mnt/ThomasJefferson/data/psa6282/      |                     NULL                     |      R      |   3    |
|  64 |    6282    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6282/ |      C      |   1    |
|  64 |    6283    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6283/ |      C      |   50   |
|  64 |    6284    |     node16:/mnt/ThomasJefferson/data/psa6284/      | folio:/data4/paper/2012EoR/psa_live/psa6284/ |      B      |   69   |
|  64 |    6284    |     node16:/mnt/ThomasJefferson/data/psa6284/      |                     NULL                     |      R      |   3    |
|  64 |    6284    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6284/ |      C      |   1    |
|  64 |    6285    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6285/ |      C      |   31   |
|  64 |    6286    |     node16:/mnt/ThomasJefferson/data/psa6286/      | folio:/data4/paper/2012EoR/psa_live/psa6286/ |      B      |   69   |
|  64 |    6286    |     node16:/mnt/ThomasJefferson/data/psa6286/      |                     NULL                     |      R      |   3    |
|  64 |    6286    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6286/ |      C      |   1    |
|  64 |    6287    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6287/ |      C      |   16   |
|  64 |    6288    |     node16:/mnt/ThomasJefferson/data/psa6288/      | folio:/data4/paper/2012EoR/psa_live/psa6288/ |      B      |   69   |
|  64 |    6288    |     node16:/mnt/ThomasJefferson/data/psa6288/      |   node16:/mnt/MartinVanBuren/data/psa6288/   |      B      |   12   |
|  64 |    6288    |     node16:/mnt/ThomasJefferson/data/psa6288/      |                     NULL                     |      R      |   3    |
|  64 |    6288    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6288/ |      C      |   1    |
|  64 |    6289    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6289/ |      C      |   68   |
|  64 |    6290    |     node16:/mnt/ThomasJefferson/data/psa6290/      | folio:/data4/paper/2012EoR/psa_live/psa6290/ |      B      |   69   |
|  64 |    6290    |     node16:/mnt/ThomasJefferson/data/psa6290/      |                     NULL                     |      R      |   3    |
|  64 |    6290    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6290/ |      C      |   1    |
|  64 |    6291    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6291/ |      C      |   67   |
|  64 |    6292    |     node16:/mnt/ThomasJefferson/data/psa6292/      | folio:/data4/paper/2012EoR/psa_live/psa6292/ |      B      |   69   |
|  64 |    6292    |     node16:/mnt/ThomasJefferson/data/psa6292/      |                     NULL                     |      R      |   3    |
|  64 |    6292    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6292/ |      C      |   1    |
|  64 |    6293    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6293/ |      C      |   70   |
|  64 |    6294    |     node16:/mnt/ThomasJefferson/data/psa6294/      | folio:/data4/paper/2012EoR/psa_live/psa6294/ |      B      |   69   |
|  64 |    6294    |     node16:/mnt/ThomasJefferson/data/psa6294/      |                     NULL                     |      R      |   3    |
|  64 |    6294    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6294/ |      C      |   1    |
|  64 |    6295    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6295/ |      C      |   68   |
|  64 |    6296    |     node16:/mnt/ThomasJefferson/data/psa6296/      | folio:/data4/paper/2012EoR/psa_live/psa6296/ |      B      |   69   |
|  64 |    6296    |     node16:/mnt/ThomasJefferson/data/psa6296/      |                     NULL                     |      R      |   3    |
|  64 |    6296    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6296/ |      C      |   1    |
|  64 |    6297    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6297/ |      C      |   67   |
|  64 |    6298    |     node16:/mnt/ThomasJefferson/data/psa6298/      | folio:/data4/paper/2012EoR/psa_live/psa6298/ |      B      |   69   |
|  64 |    6298    |     node16:/mnt/ThomasJefferson/data/psa6298/      |                     NULL                     |      R      |   3    |
|  64 |    6298    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6298/ |      C      |   1    |
|  64 |    6299    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6299/ |      C      |   50   |
|  64 |    6300    |     node16:/mnt/ThomasJefferson/data/psa6300/      | folio:/data4/paper/2012EoR/psa_live/psa6300/ |      B      |   43   |
|  64 |    6300    |     node16:/mnt/ThomasJefferson/data/psa6300/      |                     NULL                     |      R      |   29   |
|  64 |    6300    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6300/ |      C      |   1    |
|  64 |    6301    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6301/ |      C      |   70   |
|  64 |    6302    |     node16:/mnt/ThomasJefferson/data/psa6302/      | folio:/data4/paper/2012EoR/psa_live/psa6302/ |      B      |   69   |
|  64 |    6302    |     node16:/mnt/ThomasJefferson/data/psa6302/      |                     NULL                     |      R      |   3    |
|  64 |    6302    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6302/ |      C      |   1    |
|  64 |    6304    |     node16:/mnt/ThomasJefferson/data/psa6304/      | folio:/data4/paper/2012EoR/psa_live/psa6304/ |      B      |   69   |
|  64 |    6304    |     node16:/mnt/ThomasJefferson/data/psa6304/      |   node16:/mnt/MartinVanBuren/data/psa6304/   |      B      |   69   |
|  64 |    6304    |     node16:/mnt/ThomasJefferson/data/psa6304/      |                     NULL                     |      R      |   3    |
|  64 |    6305    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6305/ |      C      |   70   |
|  64 |    6305    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6305/   |      C      |   70   |
|  64 |    6306    |     node16:/mnt/ThomasJefferson/data/psa6306/      | folio:/data4/paper/2012EoR/psa_live/psa6306/ |      B      |   68   |
|  64 |    6306    |     node16:/mnt/ThomasJefferson/data/psa6306/      |   node16:/mnt/MartinVanBuren/data/psa6306/   |      B      |   68   |
|  64 |    6306    |     node16:/mnt/ThomasJefferson/data/psa6306/      |                     NULL                     |      R      |   4    |
|  64 |    6306    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6306/ |      C      |   1    |
|  64 |    6306    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6306/   |      C      |   1    |
|  64 |    6307    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6307/ |      C      |   69   |
|  64 |    6307    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6307/   |      C      |   69   |
|  64 |    6308    |       node16:/mnt/JamesMadison/data/psa6308/       |   node16:/mnt/MartinVanBuren/data/psa6308/   |      B      |   68   |
|  64 |    6308    |       node16:/mnt/JamesMadison/data/psa6308/       |                     NULL                     |      R      |   4    |
|  64 |    6308    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6308/   |      C      |   1    |
|  64 |    6309    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6309/ |      C      |   70   |
|  64 |    6309    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6309/   |      C      |   70   |
|  64 |    6310    |       node16:/mnt/JamesMadison/data/psa6310/       | folio:/data4/paper/2012EoR/psa_live/psa6310/ |      B      |   69   |
|  64 |    6310    |       node16:/mnt/JamesMadison/data/psa6310/       |   node16:/mnt/MartinVanBuren/data/psa6310/   |      B      |   67   |
|  64 |    6310    |       node16:/mnt/JamesMadison/data/psa6310/       |                     NULL                     |      R      |   3    |
|  64 |    6310    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6310/ |      C      |   1    |
|  64 |    6310    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6310/   |      C      |   1    |
|  64 |    6311    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6311/ |      C      |   55   |
|  64 |    6311    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6311/   |      C      |   55   |
|  64 |    6312    |       node16:/mnt/JamesMadison/data/psa6312/       | folio:/data4/paper/2012EoR/psa_live/psa6312/ |      B      |   69   |
|  64 |    6312    |       node16:/mnt/JamesMadison/data/psa6312/       |   node16:/mnt/MartinVanBuren/data/psa6312/   |      B      |   47   |
|  64 |    6312    |       node16:/mnt/JamesMadison/data/psa6312/       |                     NULL                     |      R      |   3    |
|  64 |    6312    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6312/ |      C      |   1    |
|  64 |    6312    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6312/   |      C      |   1    |
|  64 |    6313    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6313/ |      C      |   50   |
|  64 |    6313    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6313/   |      C      |   50   |
|  64 |    6314    |       node16:/mnt/JamesMadison/data/psa6314/       | folio:/data4/paper/2012EoR/psa_live/psa6314/ |      B      |   69   |
|  64 |    6314    |       node16:/mnt/JamesMadison/data/psa6314/       |   node16:/mnt/MartinVanBuren/data/psa6314/   |      B      |   42   |
|  64 |    6314    |       node16:/mnt/JamesMadison/data/psa6314/       |                     NULL                     |      R      |   3    |
|  64 |    6314    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6314/ |      C      |   1    |
|  64 |    6314    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6314/   |      C      |   1    |
|  64 |    6315    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6315/ |      C      |   70   |
|  64 |    6315    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6315/   |      C      |   70   |
|  64 |    6316    |       node16:/mnt/JamesMadison/data/psa6316/       | folio:/data4/paper/2012EoR/psa_live/psa6316/ |      B      |   69   |
|  64 |    6316    |       node16:/mnt/JamesMadison/data/psa6316/       |   node16:/mnt/MartinVanBuren/data/psa6316/   |      B      |   69   |
|  64 |    6316    |       node16:/mnt/JamesMadison/data/psa6316/       |                     NULL                     |      R      |   3    |
|  64 |    6316    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6316/ |      C      |   1    |
|  64 |    6316    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6316/   |      C      |   1    |
|  64 |    6317    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6317/ |      C      |   67   |
|  64 |    6317    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6317/   |      C      |   67   |
|  64 |    6318    |       node16:/mnt/JamesMadison/data/psa6318/       | folio:/data4/paper/2012EoR/psa_live/psa6318/ |      B      |   69   |
|  64 |    6318    |       node16:/mnt/JamesMadison/data/psa6318/       |   node16:/mnt/MartinVanBuren/data/psa6318/   |      B      |   69   |
|  64 |    6318    |       node16:/mnt/JamesMadison/data/psa6318/       |                     NULL                     |      R      |   3    |
|  64 |    6318    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6318/ |      C      |   1    |
|  64 |    6318    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6318/   |      C      |   1    |
|  64 |    6319    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6319/ |      C      |   68   |
|  64 |    6319    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6319/   |      C      |   68   |
|  64 |    6320    |       node16:/mnt/JamesMadison/data/psa6320/       | folio:/data4/paper/2012EoR/psa_live/psa6320/ |      B      |   69   |
|  64 |    6320    |       node16:/mnt/JamesMadison/data/psa6320/       |   node16:/mnt/MartinVanBuren/data/psa6320/   |      B      |   69   |
|  64 |    6320    |       node16:/mnt/JamesMadison/data/psa6320/       |                     NULL                     |      R      |   3    |
|  64 |    6320    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6320/ |      C      |   1    |
|  64 |    6320    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6320/   |      C      |   1    |
|  64 |    6321    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6321/ |      C      |   69   |
|  64 |    6321    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6321/   |      C      |   69   |
|  64 |    6322    |       node16:/mnt/JamesMadison/data/psa6322/       | folio:/data4/paper/2012EoR/psa_live/psa6322/ |      B      |   69   |
|  64 |    6322    |       node16:/mnt/JamesMadison/data/psa6322/       |   node16:/mnt/MartinVanBuren/data/psa6322/   |      B      |   69   |
|  64 |    6322    |       node16:/mnt/JamesMadison/data/psa6322/       |                     NULL                     |      R      |   3    |
|  64 |    6322    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6322/ |      C      |   1    |
|  64 |    6322    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6322/   |      C      |   1    |
|  64 |    6323    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6323/ |      C      |   66   |
|  64 |    6323    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6323/    |      C      |   1    |
|  64 |    6323    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6323/   |      C      |   66   |
|  64 |    6324    |       node16:/mnt/JamesMadison/data/psa6324/       | folio:/data4/paper/2012EoR/psa_live/psa6324/ |      B      |   69   |
|  64 |    6324    |       node16:/mnt/JamesMadison/data/psa6324/       |   node16:/mnt/MartinVanBuren/data/psa6324/   |      B      |   68   |
|  64 |    6324    |       node16:/mnt/JamesMadison/data/psa6324/       |                     NULL                     |      R      |   3    |
|  64 |    6324    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6324/ |      C      |   1    |
|  64 |    6324    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6324/   |      C      |   1    |
|  64 |    6325    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6325/ |      C      |   68   |
|  64 |    6325    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6325/   |      C      |   68   |
|  64 |    6326    |       node16:/mnt/JamesMadison/data/psa6326/       | folio:/data4/paper/2012EoR/psa_live/psa6326/ |      B      |   69   |
|  64 |    6326    |       node16:/mnt/JamesMadison/data/psa6326/       |   node16:/mnt/MartinVanBuren/data/psa6326/   |      B      |   67   |
|  64 |    6326    |       node16:/mnt/JamesMadison/data/psa6326/       |                     NULL                     |      R      |   3    |
|  64 |    6326    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6326/ |      C      |   1    |
|  64 |    6326    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6326/   |      C      |   1    |
|  64 |    6327    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6327/ |      C      |   66   |
|  64 |    6327    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6327/   |      C      |   66   |
|  64 |    6328    |       node16:/mnt/JamesMadison/data/psa6328/       | folio:/data4/paper/2012EoR/psa_live/psa6328/ |      B      |   69   |
|  64 |    6328    |       node16:/mnt/JamesMadison/data/psa6328/       |   node16:/mnt/MartinVanBuren/data/psa6328/   |      B      |   52   |
|  64 |    6328    |       node16:/mnt/JamesMadison/data/psa6328/       |                     NULL                     |      R      |   3    |
|  64 |    6328    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6328/ |      C      |   1    |
|  64 |    6328    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6328/   |      C      |   1    |
|  64 |    6329    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6329/ |      C      |   51   |
|  64 |    6329    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6329/    |      C      |   1    |
|  64 |    6329    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6329/   |      C      |   51   |
|  64 |    6330    |       node16:/mnt/JamesMadison/data/psa6330/       | folio:/data4/paper/2012EoR/psa_live/psa6330/ |      B      |   27   |
|  64 |    6330    |       node16:/mnt/JamesMadison/data/psa6330/       |   node16:/mnt/MartinVanBuren/data/psa6330/   |      B      |   46   |
|  64 |    6330    |       node16:/mnt/JamesMadison/data/psa6330/       |                     NULL                     |      R      |   3    |
|  64 |    6330    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6330/   |      C      |   1    |
|  64 |    6331    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6331/ |      C      |   70   |
|  64 |    6331    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6331/   |      C      |   70   |
|  64 |    6332    |     node16:/mnt/GeorgeWashington/data/psa6332/     | folio:/data4/paper/2012EoR/psa_live/psa6332/ |      B      |   67   |
|  64 |    6332    |     node16:/mnt/GeorgeWashington/data/psa6332/     |   node16:/mnt/MartinVanBuren/data/psa6332/   |      B      |   67   |
|  64 |    6332    |     node16:/mnt/GeorgeWashington/data/psa6332/     |                     NULL                     |      R      |   5    |
|  64 |    6332    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6332/ |      C      |   1    |
|  64 |    6332    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6332/   |      C      |   1    |
|  64 |    6333    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6333/ |      C      |   70   |
|  64 |    6333    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6333/   |      C      |   70   |
|  64 |    6334    |     node16:/mnt/GeorgeWashington/data/psa6334/     | folio:/data4/paper/2012EoR/psa_live/psa6334/ |      B      |   69   |
|  64 |    6334    |     node16:/mnt/GeorgeWashington/data/psa6334/     |   node16:/mnt/MartinVanBuren/data/psa6334/   |      B      |   69   |
|  64 |    6334    |     node16:/mnt/GeorgeWashington/data/psa6334/     |                     NULL                     |      R      |   3    |
|  64 |    6334    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6334/ |      C      |   1    |
|  64 |    6334    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6334/   |      C      |   1    |
|  64 |    6335    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6335/ |      C      |   70   |
|  64 |    6335    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6335/   |      C      |   70   |
|  64 |    6336    |     node16:/mnt/GeorgeWashington/data/psa6336/     | folio:/data4/paper/2012EoR/psa_live/psa6336/ |      B      |   68   |
|  64 |    6336    |     node16:/mnt/GeorgeWashington/data/psa6336/     |   node16:/mnt/MartinVanBuren/data/psa6336/   |      B      |   68   |
|  64 |    6336    |     node16:/mnt/GeorgeWashington/data/psa6336/     |                     NULL                     |      R      |   4    |
|  64 |    6336    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6336/ |      C      |   1    |
|  64 |    6336    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6336/   |      C      |   1    |
|  64 |    6337    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6337/ |      C      |   70   |
|  64 |    6337    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6337/   |      C      |   70   |
|  64 |    6338    |     node16:/mnt/GeorgeWashington/data/psa6338/     | folio:/data4/paper/2012EoR/psa_live/psa6338/ |      B      |   68   |
|  64 |    6338    |     node16:/mnt/GeorgeWashington/data/psa6338/     |   node16:/mnt/MartinVanBuren/data/psa6338/   |      B      |   68   |
|  64 |    6338    |     node16:/mnt/GeorgeWashington/data/psa6338/     |                     NULL                     |      R      |   4    |
|  64 |    6338    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6338/ |      C      |   1    |
|  64 |    6338    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6338/   |      C      |   1    |
|  64 |    6339    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6339/ |      C      |   70   |
|  64 |    6339    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6339/   |      C      |   70   |
|  64 |    6340    |     node16:/mnt/GeorgeWashington/data/psa6340/     | folio:/data4/paper/2012EoR/psa_live/psa6340/ |      B      |   69   |
|  64 |    6340    |     node16:/mnt/GeorgeWashington/data/psa6340/     |   node16:/mnt/MartinVanBuren/data/psa6340/   |      B      |   69   |
|  64 |    6340    |     node16:/mnt/GeorgeWashington/data/psa6340/     |                     NULL                     |      R      |   3    |
|  64 |    6340    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6340/ |      C      |   1    |
|  64 |    6340    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6340/   |      C      |   1    |
|  64 |    6341    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6341/ |      C      |   60   |
|  64 |    6341    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6341/   |      C      |   60   |
|  64 |    6342    |     node16:/mnt/GeorgeWashington/data/psa6342/     | folio:/data4/paper/2012EoR/psa_live/psa6342/ |      B      |   48   |
|  64 |    6342    |     node16:/mnt/GeorgeWashington/data/psa6342/     |   node16:/mnt/MartinVanBuren/data/psa6342/   |      B      |   48   |
|  64 |    6342    |     node16:/mnt/GeorgeWashington/data/psa6342/     |                     NULL                     |      R      |   24   |
|  64 |    6342    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6342/ |      C      |   1    |
|  64 |    6342    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6342/   |      C      |   1    |
|  64 |    6343    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6343/ |      C      |   50   |
|  64 |    6343    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6343/   |      C      |   50   |
|  64 |    6344    |     node16:/mnt/GeorgeWashington/data/psa6344/     | folio:/data4/paper/2012EoR/psa_live/psa6344/ |      B      |   42   |
|  64 |    6344    |     node16:/mnt/GeorgeWashington/data/psa6344/     |   node16:/mnt/MartinVanBuren/data/psa6344/   |      B      |   42   |
|  64 |    6344    |     node16:/mnt/GeorgeWashington/data/psa6344/     |                     NULL                     |      R      |   30   |
|  64 |    6344    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6344/ |      C      |   1    |
|  64 |    6344    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6344/   |      C      |   1    |
