+-----+------------+----------------------------------------------------+----------------------------------------------+-------------+--------+
| Era | Julian Day |                      Raw Path                      |               Compressed Path                | Type(R/C/B) | Amount |
|  64 |    6345    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6345/ |      C      |   70   |
|  64 |    6345    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6345/   |      C      |   70   |
|  64 |    6346    |     node16:/mnt/GeorgeWashington/data/psa6346/     | folio:/data4/paper/2012EoR/psa_live/psa6346/ |      B      |   69   |
|  64 |    6346    |     node16:/mnt/GeorgeWashington/data/psa6346/     |   node16:/mnt/MartinVanBuren/data/psa6346/   |      B      |   69   |
|  64 |    6346    |     node16:/mnt/GeorgeWashington/data/psa6346/     |                     NULL                     |      R      |   3    |
|  64 |    6346    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6346/ |      C      |   1    |
|  64 |    6346    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6346/   |      C      |   1    |
|  64 |    6347    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6347/ |      C      |   66   |
|  64 |    6347    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6347/   |      C      |   66   |
|  64 |    6348    |     node16:/mnt/GeorgeWashington/data/psa6348/     | folio:/data4/paper/2012EoR/psa_live/psa6348/ |      B      |   69   |
|  64 |    6348    |     node16:/mnt/GeorgeWashington/data/psa6348/     |   node16:/mnt/MartinVanBuren/data/psa6348/   |      B      |   69   |
|  64 |    6348    |     node16:/mnt/GeorgeWashington/data/psa6348/     |                     NULL                     |      R      |   3    |
|  64 |    6348    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6348/ |      C      |   1    |
|  64 |    6348    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6348/   |      C      |   1    |
|  64 |    6349    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6349/ |      C      |   68   |
|  64 |    6349    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6349/   |      C      |   68   |
|  64 |    6350    |     node16:/mnt/GeorgeWashington/data/psa6350/     | folio:/data4/paper/2012EoR/psa_live/psa6350/ |      B      |   69   |
|  64 |    6350    |     node16:/mnt/GeorgeWashington/data/psa6350/     |   node16:/mnt/MartinVanBuren/data/psa6350/   |      B      |   69   |
|  64 |    6350    |     node16:/mnt/GeorgeWashington/data/psa6350/     |                     NULL                     |      R      |   3    |
|  64 |    6350    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6350/ |      C      |   1    |
|  64 |    6350    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6350/   |      C      |   1    |
|  64 |    6351    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6351/ |      C      |   68   |
|  64 |    6351    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6351/   |      C      |   68   |
|  64 |    6352    |     node16:/mnt/GeorgeWashington/data/psa6352/     | folio:/data4/paper/2012EoR/psa_live/psa6352/ |      B      |   66   |
|  64 |    6352    |     node16:/mnt/GeorgeWashington/data/psa6352/     |   node16:/mnt/MartinVanBuren/data/psa6352/   |      B      |   66   |
|  64 |    6352    |     node16:/mnt/GeorgeWashington/data/psa6352/     |                     NULL                     |      R      |   6    |
|  64 |    6352    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6352/ |      C      |   1    |
|  64 |    6352    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6352/   |      C      |   1    |
|  64 |    6353    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6353/ |      C      |   68   |
|  64 |    6353    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6353/    |      C      |   1    |
|  64 |    6353    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6353/   |      C      |   68   |
|  64 |    6354    |     node16:/mnt/GeorgeWashington/data/psa6354/     | folio:/data4/paper/2012EoR/psa_live/psa6354/ |      B      |   69   |
|  64 |    6354    |     node16:/mnt/GeorgeWashington/data/psa6354/     |   node16:/mnt/MartinVanBuren/data/psa6354/   |      B      |   69   |
|  64 |    6354    |     node16:/mnt/GeorgeWashington/data/psa6354/     |                     NULL                     |      R      |   3    |
|  64 |    6354    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6354/ |      C      |   1    |
|  64 |    6354    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6354/   |      C      |   1    |
|  64 |    6355    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6355/ |      C      |   42   |
|  64 |    6355    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6355/   |      C      |   42   |
|  64 |    6356    |     node16:/mnt/GeorgeWashington/data/psa6356/     | folio:/data4/paper/2012EoR/psa_live/psa6356/ |      B      |   66   |
|  64 |    6356    |     node16:/mnt/GeorgeWashington/data/psa6356/     |   node16:/mnt/MartinVanBuren/data/psa6356/   |      B      |   66   |
|  64 |    6356    |     node16:/mnt/GeorgeWashington/data/psa6356/     |                     NULL                     |      R      |   6    |
|  64 |    6356    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6356/ |      C      |   1    |
|  64 |    6356    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6356/   |      C      |   1    |
|  64 |    6357    |     node16:/mnt/GeorgeWashington/data/psa6357/     |   node16:/mnt/MartinVanBuren/data/psa6357/   |      B      |   66   |
|  64 |    6357    |     node16:/mnt/GeorgeWashington/data/psa6357/     |                     NULL                     |      R      |   6    |
|  64 |    6357    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6357/   |      C      |   1    |
|  64 |    6358    |     node16:/mnt/GeorgeWashington/data/psa6358/     | folio:/data4/paper/2012EoR/psa_live/psa6358/ |      B      |   65   |
|  64 |    6358    |     node16:/mnt/GeorgeWashington/data/psa6358/     |   node16:/mnt/MartinVanBuren/data/psa6358/   |      B      |   65   |
|  64 |    6358    |     node16:/mnt/GeorgeWashington/data/psa6358/     |                     NULL                     |      R      |   7    |
|  64 |    6358    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6358/ |      C      |   2    |
|  64 |    6358    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6358/   |      C      |   2    |
|  64 |    6359    |     node16:/mnt/GeorgeWashington/data/psa6359/     | folio:/data4/paper/2012EoR/psa_live/psa6359/ |      B      |   68   |
|  64 |    6359    |     node16:/mnt/GeorgeWashington/data/psa6359/     |   node16:/mnt/MartinVanBuren/data/psa6359/   |      B      |   68   |
|  64 |    6359    |     node16:/mnt/GeorgeWashington/data/psa6359/     |                     NULL                     |      R      |   4    |
|  64 |    6359    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6359/ |      C      |   1    |
|  64 |    6359    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6359/   |      C      |   1    |
|  64 |    6360    |     node16:/mnt/GeorgeWashington/data/psa6360/     | folio:/data4/paper/2012EoR/psa_live/psa6360/ |      B      |   67   |
|  64 |    6360    |     node16:/mnt/GeorgeWashington/data/psa6360/     |   node16:/mnt/MartinVanBuren/data/psa6360/   |      B      |   67   |
|  64 |    6360    |     node16:/mnt/GeorgeWashington/data/psa6360/     |                     NULL                     |      R      |   5    |
|  64 |    6360    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6360/ |      C      |   1    |
|  64 |    6360    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6360/   |      C      |   1    |
|  64 |    6361    |     node16:/mnt/GeorgeWashington/data/psa6361/     | folio:/data4/paper/2012EoR/psa_live/psa6361/ |      B      |   63   |
|  64 |    6361    |     node16:/mnt/GeorgeWashington/data/psa6361/     |   node16:/mnt/MartinVanBuren/data/psa6361/   |      B      |   63   |
|  64 |    6361    |     node16:/mnt/GeorgeWashington/data/psa6361/     |                     NULL                     |      R      |   9    |
|  64 |    6361    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6361/ |      C      |   1    |
|  64 |    6361    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6361/   |      C      |   1    |
|  64 |    6362    |     node16:/mnt/GeorgeWashington/data/psa6362/     | folio:/data4/paper/2012EoR/psa_live/psa6362/ |      B      |   69   |
|  64 |    6362    |     node16:/mnt/GeorgeWashington/data/psa6362/     |   node16:/mnt/MartinVanBuren/data/psa6362/   |      B      |   69   |
|  64 |    6362    |     node16:/mnt/GeorgeWashington/data/psa6362/     |                     NULL                     |      R      |   3    |
|  64 |    6362    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6362/ |      C      |   1    |
|  64 |    6362    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6362/   |      C      |   1    |
|  64 |    6363    |       node16:/mnt/JamesMonroe/data/psa6363/        | folio:/data4/paper/2012EoR/psa_live/psa6363/ |      B      |   69   |
|  64 |    6363    |       node16:/mnt/JamesMonroe/data/psa6363/        |   node16:/mnt/MartinVanBuren/data/psa6363/   |      B      |   65   |
|  64 |    6363    |       node16:/mnt/JamesMonroe/data/psa6363/        |                     NULL                     |      R      |   3    |
|  64 |    6363    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6363/ |      C      |   1    |
|  64 |    6363    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6363/   |      C      |   1    |
|  64 |    6364    |       node16:/mnt/JamesMonroe/data/psa6364/        | folio:/data4/paper/2012EoR/psa_live/psa6364/ |      B      |   69   |
|  64 |    6364    |       node16:/mnt/JamesMonroe/data/psa6364/        |   node16:/mnt/MartinVanBuren/data/psa6364/   |      B      |   65   |
|  64 |    6364    |       node16:/mnt/JamesMonroe/data/psa6364/        |                     NULL                     |      R      |   3    |
|  64 |    6364    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6364/ |      C      |   1    |
|  64 |    6364    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6364/   |      C      |   1    |
|  64 |    6365    |       node16:/mnt/JamesMonroe/data/psa6365/        | folio:/data4/paper/2012EoR/psa_live/psa6365/ |      B      |   69   |
|  64 |    6365    |       node16:/mnt/JamesMonroe/data/psa6365/        |   node16:/mnt/MartinVanBuren/data/psa6365/   |      B      |   69   |
|  64 |    6365    |       node16:/mnt/JamesMonroe/data/psa6365/        |                     NULL                     |      R      |   3    |
|  64 |    6365    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6365/ |      C      |   1    |
|  64 |    6365    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6365/   |      C      |   1    |
|  64 |    6366    |       node16:/mnt/JamesMonroe/data/psa6366/        | folio:/data4/paper/2012EoR/psa_live/psa6366/ |      B      |   69   |
|  64 |    6366    |       node16:/mnt/JamesMonroe/data/psa6366/        |    node16:/mnt/JamesMadison/data/psa6366/    |      B      |   1    |
|  64 |    6366    |       node16:/mnt/JamesMonroe/data/psa6366/        |   node16:/mnt/MartinVanBuren/data/psa6366/   |      B      |   41   |
|  64 |    6366    |       node16:/mnt/JamesMonroe/data/psa6366/        |                     NULL                     |      R      |   3    |
|  64 |    6366    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6366/ |      C      |   1    |
|  64 |    6366    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6366/   |      C      |   1    |
|  64 |    6367    |       node16:/mnt/JamesMonroe/data/psa6367/        | folio:/data4/paper/2012EoR/psa_live/psa6367/ |      B      |   67   |
|  64 |    6367    |       node16:/mnt/JamesMonroe/data/psa6367/        |   node16:/mnt/MartinVanBuren/data/psa6367/   |      B      |   25   |
|  64 |    6367    |       node16:/mnt/JamesMonroe/data/psa6367/        |                     NULL                     |      R      |   5    |
|  64 |    6367    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6367/ |      C      |   1    |
|  64 |    6367    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6367/   |      C      |   1    |
|  64 |    6368    |       node16:/mnt/JamesMonroe/data/psa6368/        | folio:/data4/paper/2012EoR/psa_live/psa6368/ |      B      |   61   |
|  64 |    6368    |       node16:/mnt/JamesMonroe/data/psa6368/        |   node16:/mnt/MartinVanBuren/data/psa6368/   |      B      |   15   |
|  64 |    6368    |       node16:/mnt/JamesMonroe/data/psa6368/        |                     NULL                     |      R      |   11   |
|  64 |    6368    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6368/ |      C      |   1    |
|  64 |    6368    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6368/   |      C      |   1    |
|  64 |    6369    |       node16:/mnt/JamesMonroe/data/psa6369/        | folio:/data4/paper/2012EoR/psa_live/psa6369/ |      B      |   46   |
|  64 |    6369    |       node16:/mnt/JamesMonroe/data/psa6369/        |    node16:/mnt/JamesMadison/data/psa6369/    |      B      |   4    |
|  64 |    6369    |       node16:/mnt/JamesMonroe/data/psa6369/        |   node16:/mnt/MartinVanBuren/data/psa6369/   |      B      |   7    |
|  64 |    6369    |       node16:/mnt/JamesMonroe/data/psa6369/        |                     NULL                     |      R      |   26   |
|  64 |    6369    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6369/ |      C      |   1    |
|  64 |    6369    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6369/   |      C      |   1    |
|  64 |    6370    |       node16:/mnt/JamesMonroe/data/psa6370/        | folio:/data4/paper/2012EoR/psa_live/psa6370/ |      B      |   69   |
|  64 |    6370    |       node16:/mnt/JamesMonroe/data/psa6370/        |   node16:/mnt/MartinVanBuren/data/psa6370/   |      B      |   69   |
|  64 |    6370    |       node16:/mnt/JamesMonroe/data/psa6370/        |                     NULL                     |      R      |   3    |
|  64 |    6370    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6370/ |      C      |   1    |
|  64 |    6370    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6370/   |      C      |   1    |
|  64 |    6371    |       node16:/mnt/JamesMonroe/data/psa6371/        | folio:/data4/paper/2012EoR/psa_live/psa6371/ |      B      |   69   |
|  64 |    6371    |       node16:/mnt/JamesMonroe/data/psa6371/        |   node16:/mnt/MartinVanBuren/data/psa6371/   |      B      |   67   |
|  64 |    6371    |       node16:/mnt/JamesMonroe/data/psa6371/        |                     NULL                     |      R      |   3    |
|  64 |    6371    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6371/ |      C      |   1    |
|  64 |    6371    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6371/   |      C      |   1    |
|  64 |    6372    |       node16:/mnt/JamesMonroe/data/psa6372/        | folio:/data4/paper/2012EoR/psa_live/psa6372/ |      B      |   69   |
|  64 |    6372    |       node16:/mnt/JamesMonroe/data/psa6372/        |   node16:/mnt/MartinVanBuren/data/psa6372/   |      B      |   67   |
|  64 |    6372    |       node16:/mnt/JamesMonroe/data/psa6372/        |                     NULL                     |      R      |   3    |
|  64 |    6372    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6372/ |      C      |   1    |
|  64 |    6372    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6372/   |      C      |   1    |
|  64 |    6373    |       node16:/mnt/JamesMonroe/data/psa6373/        | folio:/data4/paper/2012EoR/psa_live/psa6373/ |      B      |   69   |
|  64 |    6373    |       node16:/mnt/JamesMonroe/data/psa6373/        |   node16:/mnt/MartinVanBuren/data/psa6373/   |      B      |   69   |
|  64 |    6373    |       node16:/mnt/JamesMonroe/data/psa6373/        |                     NULL                     |      R      |   3    |
|  64 |    6373    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6373/ |      C      |   1    |
|  64 |    6373    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6373/   |      C      |   1    |
|  64 |    6374    |       node16:/mnt/JamesMonroe/data/psa6374/        | folio:/data4/paper/2012EoR/psa_live/psa6374/ |      B      |   69   |
|  64 |    6374    |       node16:/mnt/JamesMonroe/data/psa6374/        |   node16:/mnt/MartinVanBuren/data/psa6374/   |      B      |   69   |
|  64 |    6374    |       node16:/mnt/JamesMonroe/data/psa6374/        |                     NULL                     |      R      |   3    |
|  64 |    6374    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6374/ |      C      |   1    |
|  64 |    6374    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6374/   |      C      |   1    |
|  64 |    6375    |       node16:/mnt/JamesMonroe/data/psa6375/        | folio:/data4/paper/2012EoR/psa_live/psa6375/ |      B      |   69   |
|  64 |    6375    |       node16:/mnt/JamesMonroe/data/psa6375/        |    node16:/mnt/JamesMadison/data/psa6375/    |      B      |   1    |
|  64 |    6375    |       node16:/mnt/JamesMonroe/data/psa6375/        |   node16:/mnt/MartinVanBuren/data/psa6375/   |      B      |   68   |
|  64 |    6375    |       node16:/mnt/JamesMonroe/data/psa6375/        |                     NULL                     |      R      |   3    |
|  64 |    6375    |                        NULL                        | folio:/data4/paper/2012EoR/psa_live/psa6375/ |      C      |   1    |
|  64 |    6375    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6375/   |      C      |   1    |
|  64 |    6376    |        node16:/mnt/JohnAdams/data/psa6376/         |   node16:/mnt/MartinVanBuren/data/psa6376/   |      B      |   64   |
|  64 |    6376    |        node16:/mnt/JohnAdams/data/psa6376/         |                     NULL                     |      R      |   8    |
|  64 |    6376    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6376/   |      C      |   1    |
|  64 |    6377    |        node16:/mnt/JohnAdams/data/psa6377/         | folio:/data4/paper/2012EoR/psa_live/psa6377/ |      B      |   2    |
|  64 |    6377    |        node16:/mnt/JohnAdams/data/psa6377/         |   node16:/mnt/MartinVanBuren/data/psa6377/   |      B      |   68   |
|  64 |    6377    |        node16:/mnt/JohnAdams/data/psa6377/         |                     NULL                     |      R      |   4    |
|  64 |    6377    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6377/   |      C      |   1    |
|  64 |    6378    |        node16:/mnt/JohnAdams/data/psa6378/         | folio:/data4/paper/2012EoR/psa_live/psa6378/ |      B      |   2    |
|  64 |    6378    |        node16:/mnt/JohnAdams/data/psa6378/         |   node16:/mnt/MartinVanBuren/data/psa6378/   |      B      |   69   |
|  64 |    6378    |        node16:/mnt/JohnAdams/data/psa6378/         |                     NULL                     |      R      |   3    |
|  64 |    6378    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6378/   |      C      |   1    |
|  64 |    6379    |        node16:/mnt/JohnAdams/data/psa6379/         |    node16:/mnt/JamesMadison/data/psa6379/    |      B      |   41   |
|  64 |    6379    |        node16:/mnt/JohnAdams/data/psa6379/         |   node16:/mnt/MartinVanBuren/data/psa6379/   |      B      |   17   |
|  64 |    6379    |        node16:/mnt/JohnAdams/data/psa6379/         |                     NULL                     |      R      |   14   |
|  64 |    6379    |                        NULL                        |   node16:/mnt/MartinVanBuren/data/psa6379/   |      C      |   1    |
|  64 |    6380    |        node16:/mnt/JohnAdams/data/psa6380/         |    node16:/mnt/JamesMadison/data/psa6380/    |      B      |   28   |
|  64 |    6380    |        node16:/mnt/JohnAdams/data/psa6380/         |                     NULL                     |      R      |   44   |
|  64 |    6380    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6380/    |      C      |   1    |
|  64 |    6381    |        node16:/mnt/JohnAdams/data/psa6381/         |    node16:/mnt/JamesMadison/data/psa6381/    |      B      |   20   |
|  64 |    6381    |        node16:/mnt/JohnAdams/data/psa6381/         |                     NULL                     |      R      |   52   |
|  64 |    6381    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6381/    |      C      |   1    |
|  64 |    6382    |        node16:/mnt/JohnAdams/data/psa6382/         |    node16:/mnt/JamesMadison/data/psa6382/    |      B      |   7    |
|  64 |    6382    |        node16:/mnt/JohnAdams/data/psa6382/         |                     NULL                     |      R      |   65   |
|  64 |    6382    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6382/    |      C      |   1    |
|  64 |    6383    |        node16:/mnt/JohnAdams/data/psa6383/         |    node16:/mnt/JamesMadison/data/psa6383/    |      B      |   7    |
|  64 |    6383    |        node16:/mnt/JohnAdams/data/psa6383/         |                     NULL                     |      R      |   65   |
|  64 |    6383    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6383/    |      C      |   1    |
|  64 |    6384    |        node16:/mnt/JohnAdams/data/psa6384/         |    node16:/mnt/JamesMadison/data/psa6384/    |      B      |   7    |
|  64 |    6384    |        node16:/mnt/JohnAdams/data/psa6384/         |                     NULL                     |      R      |   65   |
|  64 |    6384    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6384/    |      C      |   1    |
|  64 |    6385    |        node16:/mnt/JohnAdams/data/psa6385/         |    node16:/mnt/JamesMadison/data/psa6385/    |      B      |   7    |
|  64 |    6385    |        node16:/mnt/JohnAdams/data/psa6385/         |                     NULL                     |      R      |   65   |
|  64 |    6385    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6385/    |      C      |   1    |
|  64 |    6386    |        node16:/mnt/JohnAdams/data/psa6386/         |    node16:/mnt/JamesMadison/data/psa6386/    |      B      |   2    |
|  64 |    6386    |        node16:/mnt/JohnAdams/data/psa6386/         |                     NULL                     |      R      |   70   |
|  64 |    6387    |     node16:/mnt/GeorgeWashington/data/psa6387/     |                     NULL                     |      R      |   69   |
|  64 |    6388    |        node16:/mnt/JohnAdams/data/psa6388/         |                     NULL                     |      R      |   72   |
|  64 |    6389    |        node16:/mnt/JohnAdams/data/psa6389/         |                     NULL                     |      R      |   72   |
|  64 |    6390    |        node16:/mnt/JohnAdams/data/psa6390/         |    node16:/mnt/JamesMadison/data/psa6390/    |      B      |   3    |
|  64 |    6390    |        node16:/mnt/JohnAdams/data/psa6390/         |                     NULL                     |      R      |   69   |
|  64 |    6391    |        node16:/mnt/JohnAdams/data/psa6391/         |                     NULL                     |      R      |   72   |
|  64 |    6392    |        node16:/mnt/JohnAdams/data/psa6392/         |                     NULL                     |      R      |   72   |
|  64 |    6393    |        node16:/mnt/JohnAdams/data/psa6393/         |                     NULL                     |      R      |   72   |
|  64 |    6394    |        node16:/mnt/JohnAdams/data/psa6394/         |    node16:/mnt/JamesMadison/data/psa6394/    |      B      |   3    |
|  64 |    6394    |        node16:/mnt/JohnAdams/data/psa6394/         |                     NULL                     |      R      |   69   |
|  64 |    6395    |        node16:/mnt/JohnAdams/data/psa6395/         |                     NULL                     |      R      |   72   |
|  64 |    6398    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6398/    |      C      |   3    |
| 128 |    6617    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6617/    |      C      |   29   |
| 128 |    6617    |                        NULL                        |    node16:/mnt/JamesMonroe/data/psa6617/     |      C      |   29   |
| 128 |    6619    |                        NULL                        |    node16:/mnt/JamesMadison/data/psa6619/    |      C      |   57   |
| 128 |    6619    |                        NULL                        |     node16:/mnt/JohnAdams/data/psa6619/      |      C      |   57   |
| 128 |    6620    |        folio:/data4/paper/2013EoR/2456620/         |     folio:/data4/paper/2013EoR/2456620/      |      B      |  280   |
| 128 |    6620    |        folio:/data4/paper/2013EoR/2456620/         |                     NULL                     |      R      |  284   |
| 128 |    6620    |             folio:/nas1/data/psa6620/              |     folio:/data4/paper/2013EoR/2456620/      |      B      |  278   |
| 128 |    6620    |             folio:/nas1/data/psa6620/              |                     NULL                     |      R      |  284   |
| 128 |    6622    |       folio:/data4/paper/nas1_data/psa6622/        |    folio:/data4/paper/nas1_data/psa6622/     |      B      |  281   |
| 128 |    6622    |       folio:/data4/paper/nas1_data/psa6622/        |                     NULL                     |      R      |   7    |
| 128 |    6622    |             folio:/nas1/data/psa6622/              |    folio:/data4/paper/nas1_data/psa6622/     |      B      |  190   |
| 128 |    6622    |             folio:/nas1/data/psa6622/              |          folio:/nas1/data/psa6622/           |      B      |   91   |
| 128 |    6622    |             folio:/nas1/data/psa6622/              |                     NULL                     |      R      |   7    |
| 128 |    6623    |                        NULL                        |     node16:/mnt/JohnAdams/data/psa6623/      |      C      |   43   |
| 128 |    6625    |                        NULL                        |     node16:/mnt/JohnAdams/data/psa6625/      |      C      |   46   |
| 128 |    6632    |       folio:/data4/paper/nas1_data/psa6632/        |     folio:/data4/paper/2013EoR/psa6632/      |      B      |   58   |
| 128 |    6632    |       folio:/data4/paper/nas1_data/psa6632/        |    folio:/data4/paper/nas1_data/psa6632/     |      B      |  280   |
| 128 |    6632    |       folio:/data4/paper/nas1_data/psa6632/        |                     NULL                     |      R      |   8    |
| 128 |    6632    |             folio:/nas1/data/psa6632/              |     folio:/data4/paper/2013EoR/psa6632/      |      B      |   58   |
| 128 |    6632    |             folio:/nas1/data/psa6632/              |    folio:/data4/paper/nas1_data/psa6632/     |      B      |  222   |
| 128 |    6632    |             folio:/nas1/data/psa6632/              |                     NULL                     |      R      |   8    |
| 128 |    6636    |       folio:/data4/paper/nas1_data/psa6636/        |     folio:/data4/paper/2013EoR/psa6636/      |      B      |   46   |
| 128 |    6636    |       folio:/data4/paper/nas1_data/psa6636/        |    folio:/data4/paper/nas1_data/psa6636/     |      B      |  352   |
| 128 |    6636    |       folio:/data4/paper/nas1_data/psa6636/        |                     NULL                     |      R      |   16   |
| 128 |    6636    |             folio:/nas1/data/psa6636/              |     folio:/data4/paper/2013EoR/psa6636/      |      B      |   59   |
| 128 |    6636    |             folio:/nas1/data/psa6636/              |    folio:/data4/paper/nas1_data/psa6636/     |      B      |  126   |
| 128 |    6636    |             folio:/nas1/data/psa6636/              |                     NULL                     |      R      |   8    |
| 128 |    6636    |                        NULL                        |     folio:/data4/paper/2013EoR/psa6636/      |      C      |   1    |
| 128 |    6638    |       folio:/data4/paper/nas1_data/psa6638/        |    folio:/data4/paper/nas1_data/psa6638/     |      B      |  288   |
| 128 |    6638    |       folio:/data4/paper/nas1_data/psa6638/        |                     NULL                     |      R      |   8    |
| 128 |    6638    |             folio:/nas1/data/psa6638/              |                     NULL                     |      R      |  288   |
| 128 |    6640    |          folio:/data4/paper/feed/2456640/          |       folio:/data4/paper/feed/2456640/       |      B      |  568   |
| 128 |    6640    |          folio:/data4/paper/feed/2456640/          |                     NULL                     |      R      |   16   |
| 128 |    6640    |             folio:/nas1/data/psa6640/              |       folio:/data4/paper/feed/2456640/       |      B      |  280   |
| 128 |    6640    |             folio:/nas1/data/psa6640/              |                     NULL                     |      R      |   8    |
| 128 |    6642    |       folio:/data4/paper/nas1_data/psa6642/        |    folio:/data4/paper/nas1_data/psa6642/     |      B      |  280   |
| 128 |    6642    |       folio:/data4/paper/nas1_data/psa6642/        |                     NULL                     |      R      |   8    |
| 128 |    6642    |             folio:/nas1/data/psa6642/              |                     NULL                     |      R      |  288   |
| 128 |    6644    |             folio:/nas1/data/psa6644/              |                     NULL                     |      R      |  288   |
| 128 |    6646    |             folio:/nas1/data/psa6646/              |                     NULL                     |      R      |  288   |
| 128 |    6648    |             folio:/nas1/data/psa6648/              |                     NULL                     |      R      |  288   |
| 128 |    6650    |             folio:/nas2/data/psa6650/              |          folio:/nas2/data/psa6650/           |      B      |  158   |
| 128 |    6650    |             folio:/nas2/data/psa6650/              |                     NULL                     |      R      |   10   |
| 128 |    6660    |             folio:/nas2/data/psa6660/              |          folio:/nas2/data/psa6660/           |      B      |  199   |
| 128 |    6660    |             folio:/nas2/data/psa6660/              |                     NULL                     |      R      |   89   |
| 128 |    6662    |             folio:/nas2/data/psa6662/              |          folio:/nas2/data/psa6662/           |      B      |  210   |
| 128 |    6662    |             folio:/nas2/data/psa6662/              |                     NULL                     |      R      |   78   |
| 128 |    6664    |             folio:/nas2/data/psa6664/              |          folio:/nas2/data/psa6664/           |      B      |  153   |
| 128 |    6664    |             folio:/nas2/data/psa6664/              |                     NULL                     |      R      |   5    |
